NZ_CP034778.1_1	U3U6Q6
NZ_CP034778.1_4691	U3U6W3
NZ_CP034778.1_4692	U3U568
NZ_CP034778.1_4693	S6CEB2
NZ_CP034778.1_4695	U3U1I3
NZ_CP034778.1_4699	S6CED9
NZ_CP034778.1_4700	U3U8P1
NZ_CP034778.1_4701	S6B9I9
NZ_CP034778.1_4702	S6BV55
NZ_CP034778.1_4704	U3U2R6
NZ_CP034778.1_4705	I4BVZ0
NZ_CP034778.1_4708	F5YN42
NZ_CP034778.1_4709	C9RJD1
NZ_CP034778.1_4711	H9UF47
NZ_CP034778.1_4712	H9UF46
NZ_CP034778.1_4713	E8MZT8
NZ_CP034778.1_4714	S6BEF1
NZ_CP034778.1_4716	S6BRG8
NZ_CP034778.1_4717	U3U6W7
NZ_CP034778.1_4718	U3U573
NZ_CP034778.1_4719	S6BG71
NZ_CP034778.1_4720	B3DY44
NZ_CP034778.1_4721	I3ZJE5
NZ_CP034778.1_4722	G8NZ82
NZ_CP034778.1_4723	C0R1I4
NZ_CP034778.1_4724	S6BLM3
NZ_CP034778.1_4725	F8F201
NZ_CP034778.1_4726	F4GLI7
NZ_CP034778.1_4727	U3U244
NZ_CP034778.1_4728	G0GBV4
NZ_CP034778.1_4729	U3U5Q4
NZ_CP034778.1_4730	U3U7F4
NZ_CP034778.1_4731	A5UUP6
NZ_CP034778.1_4733	I0ISA3
NZ_CP034778.1_4734	S6BV77
NZ_CP034778.1_4737	U3U8V9
NZ_CP034778.1_4738	E6W0B8
NZ_CP034778.1_4739	A5UQ81
NZ_CP034778.1_4741	B0SQ20
NZ_CP034778.1_4742	S6BJ73
NZ_CP034778.1_4743	H9UMH7
NZ_CP034778.1_4744	U3U6W8
NZ_CP034778.1_4745	U3U5H1
NZ_CP034778.1_4746	U3U753
NZ_CP034778.1_4747	U3U8V6
NZ_CP034778.1_4748	I4B0P0
NZ_CP034778.1_4749	F2NV41
NZ_CP034778.1_4750	F4LMY2
NZ_CP034778.1_4751	C0QVC8
NZ_CP034778.1_4752	I4BU45
NZ_CP034778.1_4753	D4M9H4
NZ_CP034778.1_4755	U3U6W2
NZ_CP034778.1_4756	E8X6R1
NZ_CP034778.1_4757	F5YQE8
NZ_CP034778.1_4758	B8E0P6
NZ_CP034778.1_4760	U3U2V5
NZ_CP034778.1_4761	U3U1S9
NZ_CP034778.1_4763	U3U5G6
NZ_CP034778.1_4764	S6CGV8
NZ_CP034778.1_4765	E8N1H0
NZ_CP034778.1_4767	U3U1S3
NZ_CP034778.1_4768	U3U5G2
NZ_CP034778.1_4769	D1C9C8
NZ_CP034778.1_4770	E8V3G7
NZ_CP034778.1_4771	U3U6V4
NZ_CP034778.1_4772	E4TF93
NZ_CP034778.1_4774	U3U1R8
NZ_CP034778.1_4775	Q1II39
NZ_CP034778.1_4776	E6W573
NZ_CP034778.1_4777	U3U8P7
NZ_CP034778.1_4778	C1F151
NZ_CP034778.1_4779	F0RTX7
NZ_CP034778.1_4780	F0RTX7
NZ_CP034778.1_4781	A9WGF9
NZ_CP034778.1_4782	A9WGG1
NZ_CP034778.1_4783	A5UTM0
NZ_CP034778.1_4784	G0GFR0
NZ_CP034778.1_4785	F4GKH3
NZ_CP034778.1_4786	G8QUN7
NZ_CP034778.1_4787	G0GFQ7
NZ_CP034778.1_4788	H1XT08
NZ_CP034778.1_4789	B1ZR75
NZ_CP034778.1_4791	I3ZIQ5
NZ_CP034778.1_4792	F4GJ80
NZ_CP034778.1_4793	F8A8L7
NZ_CP034778.1_4797	U3U6X7
NZ_CP034778.1_4798	Q02AS9
NZ_CP034778.1_4799	Q02AT0
NZ_CP034778.1_4800	Q02AT1
NZ_CP034778.1_4801	Q1ITC7
NZ_CP034778.1_4803	I4B784
NZ_CP034778.1_4805	G2LIE0
NZ_CP034778.1_4806	I0ANL2
NZ_CP034778.1_4807	S6CEZ3
NZ_CP034778.1_4808	E1R771
NZ_CP034778.1_4809	H1XYQ0
NZ_CP034778.1_4810	U3U1P5
NZ_CP034778.1_4811	U3U5D3
NZ_CP034778.1_4812	S6B9A9
NZ_CP034778.1_4813	S6BPS5
NZ_CP034778.1_4814	S6BSC8
NZ_CP034778.1_4816	U3U721
NZ_CP034778.1_4817	S6B9L3
NZ_CP034778.1_4818	E6W1F7
NZ_CP034778.1_4820	S6CGS0
NZ_CP034778.1_4822	U3U7V5
NZ_CP034778.1_4823	S6BC10
NZ_CP034778.1_4824	D4H258
NZ_CP034778.1_4825	E8V2G8
NZ_CP034778.1_4826	E8N1H0
NZ_CP034778.1_4827	A5UYD8
NZ_CP034778.1_4828	D4H246
NZ_CP034778.1_4829	D4H245
NZ_CP034778.1_4830	D4H244
NZ_CP034778.1_4831	D4H243
NZ_CP034778.1_4832	I0I5F5
NZ_CP034778.1_4833	C0QYN1
NZ_CP034778.1_4834	R4UDA9
NZ_CP034778.1_4835	O83567
NZ_CP034778.1_4836	E4TFR6
NZ_CP034778.1_4838	U3U5A8
NZ_CP034778.1_4839	U3U700
NZ_CP034778.1_4841	U3U6R3
NZ_CP034778.1_4842	U3U1L8
NZ_CP034778.1_4843	U3U5A3
NZ_CP034778.1_4844	U3U6Z5
NZ_CP034778.1_4845	U3U8R0
NZ_CP034778.1_4846	U3U6R1
NZ_CP034778.1_4847	U3U1L3
NZ_CP034778.1_4848	U3U597
NZ_CP034778.1_4849	U3U6Z0
NZ_CP034778.1_4850	U3U8Q7
NZ_CP034778.1_4851	F8C4C5
NZ_CP034778.1_4852	B5YHJ5
NZ_CP034778.1_4853	D3PBC2
NZ_CP034778.1_4854	H1XRY8
NZ_CP034778.1_4855	E6W6G2
NZ_CP034778.1_4857	Q01Y40
NZ_CP034778.1_4858	Q6F286
NZ_CP034778.1_4859	C1A4N6
NZ_CP034778.1_4860	F8E902
NZ_CP034778.1_4861	A9B145
NZ_CP034778.1_4864	I0I423
NZ_CP034778.1_4865	I3ZKL4
NZ_CP034778.1_4866	U3U6Q9
NZ_CP034778.1_4867	U3U1K9
NZ_CP034777.1_7	D5MME9
NZ_CP034777.1_9	D4H5C3
NZ_CP034777.1_10	D4H5C2
NZ_CP034777.1_11	C1F6V5
NZ_CP034777.1_12	H1XWC1
NZ_CP034777.1_13	F2NRM6
NZ_CP034777.1_18	F8EYB8
NZ_CP034777.1_25	D4H1I5
NZ_CP034777.1_26	B1GZ40
NZ_CP034777.1_27	B0VF76
NZ_CP034777.1_28	D4H1I1
NZ_CP034777.1_29	B0VFY6
NZ_CP034777.1_30	J9ZEQ3
NZ_CP034777.1_31	G8QWF1
NZ_CP034777.1_32	Q024Q9
NZ_CP034777.1_34	E6W6Y3
NZ_CP034777.1_35	E6W6Y2
NZ_CP034777.1_39	S0EYB8
NZ_CP034777.1_52	U3U1Y0
NZ_CP034777.1_60	D8K366
NZ_CP034777.1_77	F8ACL3
NZ_CP034777.1_84	E6W6V4
NZ_CP034777.1_88	F8ACN4
NZ_CP034777.1_90	D4H476
NZ_CP034777.1_99	F8ACM1
NZ_CP034777.1_103	D5MJT6
NZ_CP034777.1_105	E8X7X0
NZ_CP034777.1_106	E8X7G9
NZ_CP034777.1_108	J9Z8S4
NZ_CP034777.1_115	A9B3M4
NZ_CP034776.1_14	I4BA58
NZ_CP034776.1_16	D8K160
NZ_CP034776.1_18	Q024Q9
NZ_CP034776.1_19	Q024Q8
NZ_CP034776.1_23	G2LEN9
NZ_CP034776.1_29	C1F5F4
NZ_CP034776.1_30	C1F6R3
NZ_CP034776.1_31	D4H5C3
NZ_CP034776.1_32	D4H5C3
NZ_CP034776.1_33	D4H5C2
NZ_CP034776.1_34	Q3ZA35
NZ_CP034776.1_35	D8PF45
NZ_CP034776.1_48	B0SRH1
NZ_CP034776.1_53	Q1IIV8
NZ_CP034776.1_55	G8NWF2
NZ_CP034776.1_57	D8PB13
NZ_CP034776.1_65	U3U792
NZ_CP034776.1_68	G2LL90
NZ_CP034776.1_69	A9AZL3
NZ_CP034776.1_70	A5UXW5
NZ_CP034776.1_71	A9AW90
NZ_CP034776.1_72	D4M9Z1
NZ_CP034776.1_73	S6A250
NZ_CP034776.1_75	G2LG10
NZ_CP034776.1_76	B0VFY6
NZ_CP034776.1_78	J9ZED3
NZ_CP034776.1_82	Q026B4
NZ_CP034776.1_83	Q026B5
NZ_CP034776.1_84	B5YGG6
NZ_CP034776.1_86	H1XVM6
NZ_CP034776.1_87	E6W4R6
NZ_CP034776.1_88	I0I4T0
NZ_CP034776.1_89	E8WVM2
NZ_CP034776.1_91	D4H0Z6
NZ_CP034776.1_93	S6BTT5
NZ_CP034776.1_94	S6BDF6
NZ_CP034776.1_97	D8PA26
NZ_CP034776.1_98	H1XYA7
NZ_CP034776.1_99	D4H149
NZ_CP034776.1_100	D4H150
NZ_CP034776.1_101	E6W498
NZ_CP034776.1_102	A9AVI5
NZ_CP034776.1_103	A9B935
NZ_CP034776.1_108	Q029I3
NZ_CP034776.1_109	I4B7P2
NZ_CP034776.1_110	I4BA58
NZ_CP034776.1_112	S6B9G3
NZ_CP034776.1_113	S6BDZ1
NZ_CP034776.1_115	S6BT66
NZ_CP034776.1_116	B5YK76
NZ_CP034776.1_118	B8DYJ7
NZ_CP034776.1_119	D5EM69
NZ_CP034776.1_120	S6BIM8
NZ_CP034776.1_121	G2LL90
NZ_CP034776.1_124	S6BBT0
NZ_CP034776.1_126	D5EPT3
NZ_CP034776.1_127	A9AW67
NZ_CP034776.1_129	A5UXW5
NZ_CP034776.1_130	S6CGQ6
NZ_CP034776.1_131	S6BWQ3
NZ_CP034776.1_136	E3D071
NZ_CP034776.1_137	E8X4S9
NZ_CP034776.1_138	F8ACF6
NZ_CP034776.1_139	A5V1I1
NZ_CP034776.1_140	H0UKZ7
NZ_CP034776.1_141	I4BWG4
NZ_CP034776.1_143	C1A4Z1
NZ_CP034776.1_144	U3U3G1
NZ_CP034776.1_145	E4TK51
NZ_CP034776.1_148	E8UZS6
NZ_CP034776.1_150	I4B7J6
NZ_CP034776.1_152	E6W447
NZ_CP034776.1_155	B2UQ82
NZ_CP034776.1_156	B2UQ81
NZ_CP034776.1_158	I0I8H8
NZ_CP034776.1_158	I0I8H8
NZ_CP034776.1_159	Q027P2
NZ_CP034776.1_160	E6W224
NZ_CP034776.1_162	I6ZMY8
NZ_CP034776.1_165	A9AZL3
NZ_CP034776.1_170	B1ZZI8
NZ_CP034776.1_171	C1F6Q2
NZ_CP034776.1_174	E1RAT2
NZ_CP034776.1_175	I6ZMY8
NZ_CP034776.1_176	A9B919
NZ_CP034776.1_177	G2LIU8
NZ_CP034776.1_178	G8NSZ0
NZ_CP034776.1_179	A9B935
NZ_CP034776.1_180	A9B903
NZ_CP034776.1_181	A9WB60
NZ_CP034776.1_187	G2LGP1
NZ_CP034776.1_198	E8X663
NZ_CP034776.1_200	E8X663
NZ_CP034776.1_201	E8X663
NZ_CP034776.1_206	G8NZU5
NZ_CP034776.1_209	D8PDR9
NZ_CP034776.1_211	A9WAN2
NZ_CP034776.1_212	Q024W9
NZ_CP034776.1_216	F5YK11
NZ_CP034776.1_217	I3ZCK2
NZ_CP034776.1_219	G8P000
